X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.27662142546758,44.9368291178736,0036XX 1ST AVE S,MP202125717         ,5     ,2021/02/05 00:00:00+00,2315,2021/02/05 00:00:00+00,2021/02/05 23:15:00+00,1905,DASLT2  ,2ND DEG DOMES ASLT            ,5.0,2021/02/06 00:00:00+00,12414.0,-93.27662968,44.93683328,-10383506,5611582,King Field,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,2848
-93.28951224979471,45.0036873330824,,MP202125760         ,4     ,2021/02/05 00:00:00+00,2022,2021/02/05 00:00:00+00,2021/02/05 20:22:00+00,2022,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/02/06 00:00:00+00,,-93.28952,45.00369,-10384941,5622102,Hawthorne,2021/02/06 00:00:00+00,2021/02/07 07:04:32+00,2849
-93.2524567443247,45.0040938365672,0015XX MONROE ST NE,MP202125782         ,2     ,2021/02/05 00:00:00+00,2132,2021/02/05 00:00:00+00,2021/02/05 21:32:00+00,2010,ROBPAG  ,ROBBERY PER AGG               ,4.0,2021/02/06 00:00:00+00,15308.0,-93.25246455,45.00409963,-10380816,5622166,Logan Park,2021/02/06 00:00:00+00,2021/02/07 07:04:32+00,2850
-93.24823466248941,45.0121724949586,0009XX 24TH AVE NE,MP202125798         ,2     ,2021/02/05 00:00:00+00,2034,2021/02/02 00:00:00+00,2021/02/05 20:34:00+00,1200,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/06 00:00:00+00,19629.0,-93.24823633,45.01217266,-10380346,5623438,Holland,2021/02/06 00:00:00+00,2021/02/07 07:04:32+00,2851
-93.29580943993629,44.9826976724776,0004XX GIRARD TERR ,MP202125856         ,4     ,2021/02/05 00:00:00+00,2359,2021/02/05 00:00:00+00,2021/02/05 23:59:00+00,2145,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/06 00:00:00+00,24769.0,-93.29581122,44.98269869,-10385642,5618798,Harrison,2021/02/06 00:00:00+00,2021/02/07 07:04:32+00,2852
-93.2346701016992,44.954568120444605,0026XX 26TH AVE S,MP202125875         ,3     ,2021/02/05 00:00:00+00,2229,2021/02/05 00:00:00+00,2021/02/05 22:29:00+00,2210,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/06 00:00:00+00,25741.0,-93.23467907,44.95457272,-10378836,5614372,Seward,2021/02/06 00:00:00+00,2021/02/07 07:04:32+00,2853
-93.2976599694216,44.9806834298065,0013XX GLENWOOD AVE ,MP202125890         ,4     ,2021/02/05 00:00:00+00,2329,2021/02/05 00:00:00+00,2021/02/05 23:29:00+00,1400,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/06 00:00:00+00,22112.0,-93.29766623,44.98068679,-10385848,5618481,Harrison,2021/02/06 00:00:00+00,2021/02/07 07:04:32+00,2854
-93.3006244098592,45.00866680201321,0028XX JAMES AVE N,MP202125899         ,4     ,2021/02/05 00:00:00+00,2225,2021/02/05 00:00:00+00,2021/02/05 22:25:00+00,2225,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/02/06 00:00:00+00,13655.0,-93.30063047,45.00866827,-10386178,5622886,Jordan,2021/02/06 00:00:00+00,2021/02/07 07:04:32+00,2855
-93.3044781824281,44.9887908022454,0010XX MORGAN AVE N,MP202125995         ,4     ,2021/02/05 00:00:00+00,2333,2021/02/05 00:00:00+00,2021/02/05 23:33:00+00,2333,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5.0,2021/02/06 00:00:00+00,19615.0,-93.30447985,44.98879259,-10386607,5619757,Near - North,2021/02/06 00:00:00+00,2021/02/07 07:04:32+00,2856
-93.26828505963091,44.9689142632613,0005XX 14TH ST E,MP202126054         ,1     ,2021/02/06 00:00:00+00,352,2021/02/06 00:00:00+00,2021/02/06 03:52:00+00,352,CSCR    ,CSC - RAPE                    ,3.0,2021/02/06 00:00:00+00,15143.0,-93.2682867,44.9689166,-10382578,5616629,Elliot Park,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,2857
-93.23149006559342,44.9551974682165,0026XX 28TH AVE S,MP202126077         ,3     ,2021/02/06 00:00:00+00,430,2021/02/06 00:00:00+00,2021/02/06 04:30:00+00,303,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5.0,2021/02/06 00:00:00+00,19409.0,-93.23149519,44.95520304,-10378482,5614471,Seward,2021/02/06 00:00:00+00,2021/02/07 07:04:32+00,2858
-93.2417039103738,44.9640076123139,0021XX 9TH ST S,MP202120190         ,3     ,2021/01/29 00:00:00+00,1100,2021/01/28 00:00:00+00,2021/01/29 11:00:00+00,1800,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/03 00:00:00+00,17199.0,-93.24170511,44.96401122,-10379619,5615857,Seward,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,2859
-93.2444797046018,44.9833076499886,0003XX 8TH AVE SE,MP202122268         ,2     ,2021/02/01 00:00:00+00,842,2021/01/16 00:00:00+00,2021/02/01 08:42:00+00,1400,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/03 00:00:00+00,15896.0,-93.24448709,44.98331263,-10379928,5618894,Marcy Holmes,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,2860
-93.2740612269078,44.9386414179009,0035XX 2ND AVE S,MP202122446         ,3     ,2021/02/02 00:00:00+00,756,2021/01/31 00:00:00+00,2021/02/02 07:56:00+00,2000,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/03 00:00:00+00,17445.0,-93.27406933,44.93864653,-10383221,5611867,Central,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,2861
-93.274501401397,44.97190762265839,0011XX MARQUETTE AVE ,MP202123035         ,1     ,2021/02/02 00:00:00+00,1007,2021/02/01 00:00:00+00,2021/02/02 10:07:00+00,1306,BURGD   ,BURGLARY OF DWELLING          ,6.0,2021/02/03 00:00:00+00,17095.0,-93.2745023,44.97191314,-10383270,5617100,Downtown West,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2862
-93.31344336896359,45.0249994695009,0038XX THOMAS AVE N,MP202123037         ,4     ,2021/02/02 00:00:00+00,1012,2021/02/02 00:00:00+00,2021/02/02 10:12:00+00,142,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5.0,2021/02/03 00:00:00+00,10544.0,-93.31344814,45.0250016,-10387605,5625458,Victory,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2863
-93.22567796570509,44.9135121164339,0049XX 32ND AVE S,MP202123040         ,3     ,2021/02/02 00:00:00+00,754,2021/02/02 00:00:00+00,2021/02/02 07:54:00+00,754,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/03 00:00:00+00,12915.0,-93.22568675,44.91351422,-10377835,5607916,Keewaydin,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2864
-93.2101101618314,44.90809811477139,0052XX 44TH AVE S,MP202123049         ,3     ,2021/02/02 00:00:00+00,851,2021/02/02 00:00:00+00,2021/02/02 08:51:00+00,851,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/03 00:00:00+00,14708.0,-93.21011217,44.908103100000005,-10376102,5607065,Minnehaha,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2865
-93.30064237616492,45.0158938834574,0033XX JAMES AVE N,MP202123056         ,4     ,2021/02/02 00:00:00+00,827,2021/02/02 00:00:00+00,2021/02/02 08:27:00+00,815,BURGD   ,BURGLARY OF DWELLING          ,6.0,2021/02/03 00:00:00+00,22811.0,-93.30064578,45.01589753,-10386180,5624024,Folwell,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,2866
-93.20891540250351,44.922500395852204,0044XX 45TH AVE S,MP202123063         ,3     ,2021/02/02 00:00:00+00,914,2021/02/02 00:00:00+00,2021/02/02 09:14:00+00,245,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,13062.0,-93.20892379,44.92250148,-10375969,5609329,Hiawatha,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2867
-93.2772053304022,44.9573143146149,0000XX 25TH ST E,MP202123066         ,5     ,2021/02/02 00:00:00+00,845,2021/02/01 00:00:00+00,2021/02/02 08:45:00+00,2330,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/03 00:00:00+00,20804.0,-93.27721111,44.95731878,-10383571,5614804,Whittier,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,2868
-93.24225188269709,44.996001333786296,0006XX FILLMORE ST NE,MP202123083         ,2     ,2021/02/02 00:00:00+00,1020,2021/02/01 00:00:00+00,2021/02/02 10:20:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/03 00:00:00+00,15764.0,-93.24225252,44.99600274,-10379680,5620892,Beltrami,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2869
-93.2905363292186,44.9618083812543,0021XX BRYANT AVE S,MP202123088         ,5     ,2021/02/02 00:00:00+00,1003,2021/02/01 00:00:00+00,2021/02/02 10:03:00+00,1015,THEFT   ,OTHER THEFT                   ,7.0,2021/02/03 00:00:00+00,16102.0,-93.2905388,44.96181315,-10385055,5615511,Lowry Hill East,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,2870
-93.27719634724941,44.96521524669029,00001X 18TH ST E,MP202123099         ,5     ,2021/02/02 00:00:00+00,1135,2021/01/27 00:00:00+00,2021/02/02 11:35:00+00,1728,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/03 00:00:00+00,22153.0,-93.27719737,44.96521905,-10383570,5616047,Steven's Square - Loring Heights,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2871
-93.2939499272982,45.0384393090567,,MP202123109         ,4     ,2021/02/02 00:00:00+00,1245,2021/02/02 00:00:00+00,2021/02/02 12:45:00+00,1030,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5.0,2021/02/03 00:00:00+00,,-93.29396,45.03844,-10385435,5627575,Lind - Bohanon,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2872
-93.29560282742099,45.0212659733912,0036XX FREMONT AVE N,MP202123114         ,4     ,2021/02/02 00:00:00+00,1038,2021/01/31 00:00:00+00,2021/02/02 10:38:00+00,1,THEFT   ,OTHER THEFT                   ,7.0,2021/02/03 00:00:00+00,10022.0,-93.29560409999999,45.02126793,-10385619,5624870,Folwell,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2873
-93.24924077560759,44.995086567697,0008XX SPRING ST NE,MP202123126         ,2     ,2021/02/02 00:00:00+00,1229,2021/02/02 00:00:00+00,2021/02/02 12:29:00+00,850,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/03 00:00:00+00,16323.0,-93.2492479,44.99509153,-10380458,5620748,St. Anthony East,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2874
-93.30425360360711,44.9724287435719,0006XX MORGAN AVE S,MP202123130         ,4     ,2021/02/02 00:00:00+00,1134,2021/02/02 00:00:00+00,2021/02/02 11:34:00+00,400,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/03 00:00:00+00,18741.0,-93.30426251,44.97243386,-10386582,5617182,Bryn - Mawr,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2875
-93.23155294766329,44.95107161824921,0028XX 28TH AVE S,MP202123158         ,3     ,2021/02/02 00:00:00+00,1130,2020/12/31 00:00:00+00,2021/02/02 11:30:00+00,700,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,17400.0,-93.23155507,44.95107358,-10378489,5613822,Longfellow,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2876
-93.2735132545845,44.977436347057704,00004X 7TH ST S,MP202123171         ,1     ,2021/02/02 00:00:00+00,1331,2021/02/01 00:00:00+00,2021/02/02 13:31:00+00,2230,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/03 00:00:00+00,17053.0,-93.27351637,44.97743954,-10383160,5617970,Downtown West,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2877
-93.2371584350362,45.0104895350886,0022XX JOHNSON ST NE,MP202123192         ,2     ,2021/02/02 00:00:00+00,1258,2021/01/29 00:00:00+00,2021/02/02 12:58:00+00,2030,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,11417.0,-93.23716445,45.01049244,-10379113,5623173,Windom Park,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2878
-93.25611288753109,45.0121661442595,0006XX 24TH AVE NE,MP202123198         ,2     ,2021/02/02 00:00:00+00,1317,2021/01/29 00:00:00+00,2021/02/02 13:17:00+00,1800,THEFT   ,OTHER THEFT                   ,7.0,2021/02/03 00:00:00+00,11915.0,-93.25612122,45.01216796,-10381223,5623437,Holland,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2879
-93.2015402340209,44.906806567827395,0053XX RIVERVIEW RD ,MP202123238         ,3     ,2021/02/02 00:00:00+00,1438,2021/02/01 00:00:00+00,2021/02/02 14:38:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/03 00:00:00+00,19810.0,-93.20154711,44.90680686,-10375148,5606862,Minnehaha,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2880
-93.2950907877091,44.957778357593796,0024XX HENNEPIN AVE ,MP202123245         ,5     ,2021/02/02 00:00:00+00,1431,2020/02/02 00:00:00+00,2021/02/02 14:31:00+00,0,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,17602.0,-93.29509939,44.95777856,-10385562,5614877,Lowry Hill East,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,2881
-93.26897676239972,44.958255110170604,0024XX 5TH AVE S,MP202123262         ,3     ,2021/02/02 00:00:00+00,1514,2021/02/02 00:00:00+00,2021/02/02 15:14:00+00,1514,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,22549.0,-93.268978,44.958260700000004,-10382655,5614952,Phillips West,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2882
-93.26774607046049,44.9492088492006,0029XX PORTLAND AVE ,MP202123280         ,3     ,2021/02/02 00:00:00+00,1924,2019/11/14 00:00:00+00,2021/02/02 19:24:00+00,1100,CSCR    ,CSC - RAPE                    ,3.0,2021/02/03 00:00:00+00,17502.0,-93.26775104,44.94921395,-10382518,5613529,Phillips West,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2883
-93.28101418720689,44.9744941152518,0012XX HENNEPIN AVE ,MP202123330         ,1     ,2021/02/02 00:00:00+00,1700,2021/02/02 00:00:00+00,2021/02/02 17:00:00+00,1652,ROBBIZ  ,ROBBERY OF BUSINESS           ,4.0,2021/02/03 00:00:00+00,16661.0,-93.28102208,44.97449561,-10383995,5617507,Loring Park,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2884
-93.28803901272872,44.9546380483156,0026XX LYNDALE AVE S,MP202123341         ,5     ,2021/02/02 00:00:00+00,1725,2021/02/02 00:00:00+00,2021/02/02 17:25:00+00,1300,THEFT   ,OTHER THEFT                   ,7.0,2021/02/03 00:00:00+00,16678.0,-93.28804768,44.95463813,-10384777,5614383,Lowry Hill East,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2885
-93.31027231601071,44.9335859119051,,MP202123351         ,5     ,2021/02/02 00:00:00+00,1750,2021/02/02 00:00:00+00,2021/02/02 17:50:00+00,1700,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/02 00:00:00+00,,-93.31028,44.93359,-10387252,5611072,East Harriet,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2886
-93.22904664802059,44.9609693460324,0029XX 22ND ST E,MP202123371         ,3     ,2021/02/02 00:00:00+00,1827,2021/01/31 00:00:00+00,2021/02/02 18:27:00+00,0,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,17405.0,-93.22905032,44.96097408,-10378210,5615379,Seward,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2887
-93.2385328574209,44.96274910312389,0023XX FRANKLIN AVE E,MP202123398         ,3     ,2021/02/02 00:00:00+00,1800,2021/02/01 00:00:00+00,2021/02/02 18:00:00+00,2200,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,18338.0,-93.23854144,44.96275233,-10379266,5615659,Seward,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2888
-93.28101418720689,44.9744941152518,0012XX HENNEPIN AVE ,MP202123405         ,1     ,2021/02/02 00:00:00+00,1835,2021/01/29 00:00:00+00,2021/02/02 18:35:00+00,1100,THEFT   ,OTHER THEFT                   ,7.0,2021/02/03 00:00:00+00,16661.0,-93.28102208,44.97449561,-10383995,5617507,Loring Park,2021/02/05 00:00:00+00,2021/02/06 07:03:57+00,2889
-93.2619160042665,44.9804419700992,0004XX 2ND ST S,MP202123441         ,1     ,2021/02/02 00:00:00+00,1906,2021/02/02 00:00:00+00,2021/02/02 19:06:00+00,600,CSCR    ,CSC - RAPE                    ,3.0,2021/02/03 00:00:00+00,20491.0,-93.26191627,44.98044364,-10381869,5618443,Downtown West,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,2890
-93.2631107635944,45.0105403421482,0022XX UNIVERSITY AVE NE,MP202123447         ,2     ,2021/02/02 00:00:00+00,1912,2020/01/28 00:00:00+00,2021/02/02 19:12:00+00,350,THEFT   ,OTHER THEFT                   ,7.0,2021/02/03 00:00:00+00,14501.0,-93.26311376,45.01054468,-10382002,5623181,Holland,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2891
-93.2626346564938,44.94566751403129,0031XX CHICAGO AVE ,MP202123481         ,3     ,2021/02/02 00:00:00+00,2013,2021/02/02 00:00:00+00,2021/02/02 20:13:00+00,1945,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/03 00:00:00+00,16376.0,-93.2626418,44.94567311,-10381949,5612972,Central,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2892
-93.25616678644809,44.9674461254395,,MP202123722         ,1     ,2021/02/03 00:00:00+00,250,2021/02/03 00:00:00+00,2021/02/03 02:50:00+00,216,ROBPAG  ,ROBBERY PER AGG               ,4.0,2021/02/03 00:00:00+00,,-93.25617,44.96745,-10381229,5616398,Elliot Park,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2893
-93.27274070344009,44.960899425876704,,MP2021700742        ,5     ,2021/01/29 00:00:00+00,1245,2021/01/28 00:00:00+00,2021/01/29 12:45:00+00,2330,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,,-93.27274,44.9609,-10383074,5615368,Whittier,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,2894
-93.225686948858,44.920554008754394,0045XX 32ND AVE S,MP2021700744        ,3     ,2021/02/01 00:00:00+00,833,2021/01/31 00:00:00+00,2021/02/01 08:33:00+00,30,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,12954.0,-93.22568767,44.92055407,-10377836,5609023,Ericsson,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2895
-93.30838585391399,45.0268026355254,0039XX PENN AVE N,MP2021700745        ,4     ,2021/02/01 00:00:00+00,853,2021/01/29 00:00:00+00,2021/02/01 08:53:00+00,900,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/03 00:00:00+00,10495.0,-93.30839016,45.02680488,-10387042,5625742,Victory,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2896
-93.26472773110581,44.9848325653722,00008X HENNEPIN AVE ,MP2021700750        ,1     ,2021/02/01 00:00:00+00,1023,2021/01/30 00:00:00+00,2021/02/01 10:23:00+00,2200,THEFT   ,OTHER THEFT                   ,7.0,2021/02/03 00:00:00+00,15152.0,-93.26473632,44.98483701,-10382182,5619134,Downtown West,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2897
-93.2970311487228,44.945654797892,0031XX GIRARD AVE S,MP2021700755        ,5     ,2021/02/01 00:00:00+00,1141,2020/07/10 00:00:00+00,2021/02/01 11:41:00+00,2100,BIKETF  ,BIKE THEFT                    ,7.0,2021/02/03 00:00:00+00,14074.0,-93.29703601,44.94565998,-10385778,5612970,CARAG,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,2898
-93.2893595361964,44.9492024915236,0029XX ALDRICH AVE S,MP2021700757        ,5     ,2021/02/01 00:00:00+00,1145,2021/01/29 00:00:00+00,2021/02/01 11:45:00+00,2000,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/03 00:00:00+00,21710.0,-93.28936422,44.94920253,-10384924,5613528,Lowry Hill East,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2899
-93.2424944278239,44.9640139683508,,MP2021700760        ,3     ,2021/02/01 00:00:00+00,1205,2021/01/31 00:00:00+00,2021/02/01 12:05:00+00,1745,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,,-93.2425,44.96402,-10379707,5615858,Seward,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2900
-93.2540737118362,44.9765022207022,0002XX 10TH AVE S,MP2021700763        ,1     ,2021/02/01 00:00:00+00,1302,2021/01/29 00:00:00+00,2021/02/01 13:02:00+00,1600,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/03 00:00:00+00,15555.0,-93.25407685,44.9765083,-10380996,5617823,Downtown East,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2901
-93.2638473821274,45.0030648690313,0003XX 15TH AVE NE,MP2021700765        ,2     ,2021/02/01 00:00:00+00,1354,2021/01/24 00:00:00+00,2021/02/01 13:54:00+00,1200,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,12779.0,-93.26385612,45.00306861,-10382084,5622004,Sheridan,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2902
-93.292036515743,44.936790963574,0036XX COLFAX AVE S,MP2021700769        ,5     ,2021/02/01 00:00:00+00,1416,2021/01/02 00:00:00+00,2021/02/01 14:16:00+00,5,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,20643.0,-93.29204279999999,44.93679106,-10385222,5611576,East Harriet,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,2903
-93.2294868225098,44.9736552655706,0006XX WASHINGTON AVE SE,MP2021700770        ,2     ,2021/02/01 00:00:00+00,1451,2020/12/18 00:00:00+00,2021/02/01 14:51:00+00,1435,THEFT   ,OTHER THEFT                   ,7.0,2021/02/03 00:00:00+00,20281.0,-93.22949361,44.97365785,-10378259,5617375,University of Minnesota,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2904
-93.20827759865169,44.94970474584189,0029XX DORMAN AVE ,MP2021700771        ,3     ,2021/02/01 00:00:00+00,1459,2021/01/28 00:00:00+00,2021/02/01 14:59:00+00,1000,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,11099.0,-93.20828032,44.949706,-10375898,5613607,Cooper,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2905
-93.2364667322674,44.98076603420979,0013XX 4TH ST SE,MP2021700772        ,2     ,2021/02/01 00:00:00+00,1515,2021/01/30 00:00:00+00,2021/02/01 15:15:00+00,2200,THEFT   ,OTHER THEFT                   ,7.0,2021/02/03 00:00:00+00,16642.0,-93.23647339,44.98076705,-10379036,5618494,Marcy Holmes,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2906
-93.2626346564938,44.91429459153,,MP2021700773        ,3     ,2021/02/01 00:00:00+00,1609,2021/01/26 00:00:00+00,2021/02/01 16:09:00+00,2000,TMVP    ,THEFT-MOTR VEH PARTS          ,7.0,2021/02/03 00:00:00+00,,-93.26264,44.9143,-10381949,5608039,Northrop,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2907
-93.2943272197176,44.9587890683539,0024XX HENNEPIN AVE ,MP2021700774        ,5     ,2021/02/01 00:00:00+00,1653,2021/02/01 00:00:00+00,2021/02/01 16:53:00+00,1200,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/03 00:00:00+00,18382.0,-93.29433518,44.95879509,-10385477,5615036,East Isles,2021/02/04 00:00:00+00,2021/02/05 07:01:48+00,2908
-93.271788489239,44.9773664469728,0006XX NICOLLET MALL  ,MP2021700775        ,1     ,2021/02/01 00:00:00+00,2156,2021/02/01 00:00:00+00,2021/02/01 21:56:00+00,1800,BIKETF  ,BIKE THEFT                    ,7.0,2021/02/03 00:00:00+00,21933.0,-93.2717965,44.97736687,-10382968,5617959,Downtown West,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2909
-93.249842646848,44.9600285949802,0023XX 17TH AVE S,MP2021700782        ,3     ,2021/02/02 00:00:00+00,1022,2021/02/01 00:00:00+00,2021/02/02 10:22:00+00,1600,THEFT   ,OTHER THEFT                   ,7.0,2021/02/03 00:00:00+00,21480.0,-93.24984928,44.96003386,-10380525,5615231,Ventura Village,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2910
-93.2469590547859,44.9836571133467,0006XX UNIVERSITY AVE SE,MP2021700783        ,2     ,2021/02/02 00:00:00+00,1051,2021/02/01 00:00:00+00,2021/02/02 10:51:00+00,2100,TFMV    ,THEFT FROM MOTR VEHC          ,7.0,2021/02/03 00:00:00+00,17977.0,-93.24696106,44.98366275,-10380204,5618949,Marcy Holmes,2021/02/03 00:00:00+00,2021/02/04 07:03:32+00,2911
-93.2104335553336,44.9699883316315,0032XX 4TH ST SE,MP202114246         ,2     ,2021/02/08 00:00:00+00,1659,2021/01/21 00:00:00+00,2021/02/08 16:59:00+00,942,BURGD   ,BURGLARY OF DWELLING          ,6.0,2021/02/09 00:00:00+00,18621.0,-93.21044005,44.9699942,-10376138,5616798,Prospect Park - East River Road,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,2912
-93.3019090007155,45.0195134320687,0035XX KNOX AVE N,MP202121666         ,4     ,2021/01/31 00:00:00+00,830,2021/01/30 00:00:00+00,2021/01/31 08:30:00+00,2100,THEFT   ,OTHER THEFT                   ,7.0,2021/02/01 00:00:00+00,10450.0,-93.30191189,45.01951514,-10386321,5624594,Folwell,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,2913
-93.29454281538571,44.940415508837496,0034XX EMERSON AVE S,MP202125464         ,5     ,2021/02/05 00:00:00+00,1330,2021/01/01 00:00:00+00,2021/02/05 13:30:00+00,1200,BURGB   ,BURGLARY OF BUSINESS          ,6.0,2021/02/09 00:00:00+00,14083.0,-93.29454809999999,44.94041722,-10385501,5612146,CARAG,2021/02/16 00:00:00+00,2021/02/17 07:02:05+00,2914
-93.29396789360389,45.0393406874722,0046XX DUPONT AVE N,MP202126808         ,4     ,2021/02/07 00:00:00+00,459,2021/02/07 00:00:00+00,2021/02/07 04:59:00+00,459,ARSON   ,ARSON                         ,10.0,2021/02/08 00:00:00+00,10047.0,-93.29396823,45.03934424,-10385437,5627717,Lind - Bohanon,2021/02/09 00:00:00+00,2021/02/10 07:03:44+00,2915
-93.32309127511509,44.945254238061295,0031XX EXCELSIOR BLVD ,MP202127466         ,5     ,2021/02/08 00:00:00+00,930,2021/02/07 00:00:00+00,2021/02/08 09:30:00+00,2230,AUTOTH  ,AUTOMOBILE THEFT              ,8.0,2021/02/09 00:00:00+00,19377.0,-93.32309637,44.94525823,-10388679,5612907,West Calhoun,2021/02/10 00:00:00+00,2021/02/11 07:03:02+00,2916
